TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:07,2,0.60,103.6,15.50,9.67,0.00000,60.01,-0.64,37.08,89.24,-999.00,-999.00,0,-23.06,-16.29,-0.75,-0.65,-1.97,-0.71,0.89,34.89,38.59,37.75,38.13,41.95,89.14,89.34,110.40,109.78,94.85,157.04,109.77,92.20,109.66,142.41,142.16,12.78,-0.58,34.46,39.40,39.86,41.34,39.06,-0.83,-999.00,84.8,-999,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:00:57,2,0.60,103.6,15.30,9.55,0.00131,60.02,-0.68,37.08,89.24,-999.00,-999.00,0,-23.08,-16.86,-0.87,-0.70,-2.06,-0.76,0.85,34.91,38.61,37.75,38.13,41.95,89.14,89.37,110.32,109.69,94.82,157.06,109.66,92.21,109.55,142.35,142.20,12.68,-0.34,34.46,39.39,39.84,41.36,39.06,-0.86,-999,84.8,1,2,35.06,0.63,-19.43,32.98,85.28,49.15,0,80.00,80.00,1.00,121.00,1.00,20.00,-999.00,0,0,1.00,0,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:01:44,2,0.60,103.6,15.30,9.48,0.00260,60.02,-0.73,37.11,89.24,-999.00,-999.00,0,-23.30,-17.94,-0.95,-0.73,-2.09,-0.79,0.79,34.97,38.61,37.80,38.13,41.96,89.14,89.34,110.17,109.55,94.88,156.86,109.53,92.20,109.41,142.23,142.05,12.38,-0.22,34.50,39.41,39.87,41.36,39.08,-0.92,-999,84.7,1,2,35.29,0.50,-20.02,33.26,85.28,49.10,0,80.00,80.00,37.00,121.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:02:37,2,0.60,103.7,15.30,9.49,0.00396,60.03,-0.78,37.13,89.25,-999.00,-999.00,0,-23.13,-18.08,-1.06,-0.84,-2.14,-0.79,0.77,34.99,38.64,37.80,38.13,41.96,89.14,89.35,110.17,109.53,94.89,156.80,109.48,92.21,109.38,142.14,141.94,9.89,-1.54,34.55,39.42,39.88,41.39,39.09,-0.95,-999,84.6,1,2,35.68,0.46,-20.02,33.44,85.28,49.10,0,80.00,80.00,2.00,121.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:03:25,2,0.60,103.7,15.60,9.76,0.00528,60.03,-0.83,37.14,89.25,-999.00,-999.00,0,-22.25,-17.03,-1.13,-0.92,-2.17,-0.82,0.74,34.99,38.63,37.78,38.14,41.97,89.14,89.39,110.35,109.67,94.74,157.14,109.61,92.20,109.50,141.99,142.34,9.10,-2.12,34.58,39.42,39.88,41.41,39.08,-0.99,-999,84.6,1,2,35.78,0.32,-20.02,33.62,85.28,49.10,0,80.00,80.00,2.00,118.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:04:16,2,0.60,103.6,15.70,9.81,0.00668,60.02,-0.87,37.16,89.25,-999.00,-999.00,0,-21.00,-15.24,-1.14,-0.99,-2.20,-0.82,0.75,35.05,38.66,37.83,38.14,41.97,89.14,89.34,110.82,110.04,94.36,157.87,109.92,92.22,109.84,141.90,143.20,9.02,-1.83,34.49,39.42,39.88,41.41,39.09,-1.01,-999,84.6,1,2,35.78,0.32,-19.16,33.17,85.28,49.10,0,80.00,80.00,2.00,118.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:05:05,2,0.60,103.6,16.00,9.97,0.00804,60.02,-0.91,37.17,89.25,-999.00,-999.00,0,-20.14,-13.28,-1.15,-1.04,-2.25,-0.85,0.71,35.08,38.66,37.83,38.15,41.97,89.14,89.38,111.21,110.41,94.13,158.33,110.28,92.28,110.20,141.88,143.93,9.18,-1.85,34.35,39.43,39.89,41.41,39.09,-1.01,-999,84.6,1,2,35.78,0.28,-16.90,32.64,85.28,49.10,0,80.00,80.00,2.00,118.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:05:56,2,0.60,103.6,15.90,9.96,0.00940,60.01,-0.95,37.19,89.26,-999.00,-999.00,0,-19.55,-11.90,-1.23,-1.11,-2.26,-0.88,0.68,35.07,38.65,37.81,38.15,41.97,89.14,89.35,111.47,110.69,93.94,158.60,110.58,92.27,110.50,141.83,144.39,9.01,-1.63,34.19,39.43,39.91,41.41,39.10,-1.03,-999,84.6,1,2,35.78,0.18,-15.57,32.09,85.28,49.10,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:06:43,2,0.60,103.6,15.70,9.86,0.01080,60.00,-0.97,37.20,89.26,-999.00,-999.00,0,-19.64,-11.25,-1.22,-1.13,-2.27,-0.87,0.65,35.12,38.68,37.84,38.15,41.99,89.15,89.37,111.57,110.82,94.00,158.46,110.72,92.28,110.63,141.78,144.42,8.85,-2.02,34.14,39.44,39.91,41.43,39.11,-1.04,-999,84.5,1,2,35.60,0.14,-14.62,31.82,85.28,49.10,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:07:37,2,0.60,103.6,15.70,9.78,0.01214,60.02,-0.97,37.21,89.26,-999.00,-999.00,0,-19.93,-11.15,-1.24,-1.21,-2.28,-0.89,0.63,35.11,38.66,37.85,38.15,42.00,89.14,89.35,111.53,110.82,94.14,158.20,110.74,92.31,110.63,141.72,143.95,8.90,-2.08,34.19,39.43,39.91,41.43,39.11,-1.04,-999,84.5,1,2,35.46,0.14,-14.37,31.87,85.28,49.10,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:08:22,2,0.60,103.6,15.60,9.79,0.01354,60.02,-1.00,37.21,89.26,-999.00,-999.00,0,-20.03,-11.20,-1.25,-1.22,-2.28,-0.87,0.65,35.14,38.70,37.87,38.15,42.01,89.15,89.38,111.48,110.79,94.24,158.07,110.72,92.36,110.59,141.66,143.77,8.84,-2.14,34.25,39.43,39.91,41.44,39.13,-1.04,-999,84.5,1,2,35.24,0.14,-14.26,32.00,85.28,49.10,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:09:12,2,0.60,103.6,15.80,9.83,0.01488,60.01,-1.02,37.21,89.27,-999.00,-999.00,0,-19.95,-11.17,-1.28,-1.28,-2.31,-0.91,0.63,35.13,38.67,37.83,38.15,42.02,89.15,89.39,111.48,110.75,94.31,158.18,110.68,92.35,110.58,141.61,143.92,8.97,-2.27,34.28,39.44,39.91,41.45,39.13,-1.04,-999,84.5,1,2,35.06,0.14,-14.26,32.04,85.28,49.10,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:10:07,2,0.60,103.6,15.70,9.77,0.01628,60.01,-1.03,37.22,89.27,-999.00,-999.00,0,-19.95,-11.42,-1.30,-1.33,-2.32,-0.90,0.60,35.14,38.65,37.83,38.15,42.01,89.15,89.39,111.46,110.73,94.37,158.15,110.65,92.35,110.56,141.58,143.97,8.95,-2.26,34.34,39.45,39.92,41.45,39.13,-1.04,-999,84.5,1,2,34.98,0.14,-14.28,32.31,85.28,49.10,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:10:56,2,0.60,103.7,15.70,9.83,0.01762,60.03,-1.04,37.22,89.26,-999.00,-999.00,0,-20.02,-11.52,-1.27,-1.32,-2.33,-0.89,0.62,35.16,38.71,37.85,38.16,42.00,89.15,89.39,111.46,110.74,94.40,158.08,110.66,92.36,110.55,141.52,143.91,8.87,-2.20,34.39,39.47,39.94,41.45,39.13,-1.04,-999,84.4,1,2,34.74,0.14,-14.44,32.63,85.28,49.10,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:11:44,2,0.60,103.6,15.70,9.80,0.01897,60.01,-1.05,37.22,89.27,-999.00,-999.00,0,-20.04,-11.64,-1.31,-1.36,-2.33,-0.90,0.60,35.14,38.68,37.83,38.17,42.01,89.15,89.39,111.47,110.75,94.40,158.12,110.67,92.34,110.58,141.47,143.89,8.73,-2.23,34.44,39.48,39.95,41.45,39.13,-1.04,-999,84.4,1,2,34.56,0.14,-14.57,32.79,85.28,49.24,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
