TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,WTRVESSEL,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Water Vessel,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:00,4,1.00,115.1,36.580,42.11,0.0000,59.99,0.81,34.93,50.74,-999.00,-999.00,0,62.53,48.25,2.08,-0.89,0.03,-0.13,2.95,34.07,35.25,35.48,34.96,35.45,50.92,50.55,50.43,50.86,64.07,66.39,54.46,55.17,56.04,72.21,56.15,30.86,-2.60,34.32,34.26,34.36,34.37,33.19,1.09,0.16,47.44,68.0,-999,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:00:51,4,1.00,114.9,36.480,41.90,0.0059,60.03,0.95,34.97,50.75,-999.00,-999.00,0,65.43,53.16,2.56,-0.59,0.39,0.06,3.02,34.09,35.34,35.55,35.01,35.48,50.94,50.54,50.36,50.76,64.02,66.34,54.48,55.23,56.00,72.20,56.06,31.49,-2.29,34.33,34.26,34.36,34.38,33.19,1.30,0.26,47.42,67.9,1,2,34.70,3.64,35.83,32.90,59.72,44.42,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.80,0.80,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:01:40,4,1.00,114.8,36.460,41.84,0.0119,60.02,1.22,34.98,50.74,-999.00,-999.00,0,70.37,62.45,3.06,-0.28,0.68,0.20,2.98,34.07,35.30,35.56,35.02,35.48,50.91,50.54,50.20,50.61,63.65,66.33,54.44,55.30,55.89,72.13,55.89,32.65,-1.78,34.34,34.27,34.38,34.40,33.19,1.69,0.44,47.35,68.0,1,2,34.70,4.44,40.08,32.96,59.72,44.42,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.90,0.90,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:02:31,4,1.00,115.3,36.600,42.20,0.0177,60.01,1.54,35.02,50.74,-999.00,-999.00,0,74.90,69.84,3.69,0.15,1.15,0.54,3.08,34.13,35.36,35.65,35.07,35.49,50.91,50.54,49.90,50.55,62.86,66.65,54.44,55.34,55.72,72.12,55.83,34.01,-1.12,34.33,34.27,34.37,34.38,33.20,2.07,0.62,47.29,68.0,1,2,34.70,5.43,46.08,33.08,59.72,44.42,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,1.00,1.00,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:03:14,4,1.00,115.1,36.570,42.07,0.0234,60.01,1.90,35.04,50.72,-999.00,-999.00,0,78.64,74.57,4.32,0.59,1.59,0.78,3.13,34.13,35.37,35.69,35.10,35.49,50.91,50.54,48.81,50.51,62.52,66.97,54.47,55.32,55.56,72.12,55.80,35.48,-0.32,34.33,34.27,34.37,34.37,33.19,2.45,0.84,47.22,68.0,1,2,34.84,6.67,52.09,33.22,59.72,44.42,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,1.20,1.20,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:04:11,4,1.00,114.9,36.490,41.95,0.0294,60.00,2.29,35.08,50.72,-999.00,-999.00,0,82.23,78.78,5.05,1.07,2.05,1.07,3.16,34.20,35.43,35.76,35.14,35.50,50.91,50.51,50.56,50.92,62.40,67.36,54.49,55.29,55.43,72.15,55.86,36.99,0.44,34.34,34.27,34.40,34.39,33.22,2.88,1.08,47.16,67.9,1,2,34.88,8.06,57.76,33.26,59.72,44.42,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,1.30,1.30,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:05:00,4,1.00,115.0,36.520,42.01,0.0352,60.02,2.69,35.12,50.71,-999.00,-999.00,0,85.69,82.83,5.81,1.58,2.53,1.43,3.21,34.19,35.42,35.81,35.16,35.50,50.90,50.51,52.78,52.68,62.07,68.25,54.51,55.28,55.30,72.18,56.22,38.53,1.12,34.34,34.30,34.40,34.40,33.23,3.36,1.34,47.09,67.9,1,2,34.88,9.30,62.37,33.26,59.72,44.40,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,1.50,1.50,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:05:47,4,1.00,115.0,36.480,41.99,0.0412,60.00,3.15,35.15,50.69,-999.00,-999.00,0,89.01,86.80,6.68,2.17,3.05,1.81,3.27,34.24,35.47,35.83,35.19,35.50,50.86,50.49,54.28,54.14,56.17,69.41,54.62,55.27,55.07,72.24,57.09,40.19,1.91,34.34,34.29,34.41,34.38,33.24,3.86,1.63,47.01,67.9,1,2,34.88,10.79,67.33,33.36,59.72,44.24,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,1.70,1.70,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:06:41,4,1.00,115.0,36.520,42.03,0.0469,60.02,3.63,35.18,50.66,-999.00,-999.00,0,93.43,90.58,7.58,2.77,3.58,2.19,3.31,34.23,35.46,35.90,35.22,35.50,50.87,50.47,55.36,55.03,56.53,69.85,54.75,55.35,54.76,72.25,58.01,41.96,2.76,34.39,34.36,34.46,34.43,33.29,4.43,1.99,46.98,67.9,1,2,35.02,12.04,71.49,33.44,59.72,44.24,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,1.80,1.80,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:07:31,4,1.00,115.0,36.510,42.00,0.0529,60.02,4.16,35.21,50.65,-999.00,-999.00,0,97.50,94.16,8.58,3.42,4.18,2.60,3.36,34.25,35.50,35.94,35.26,35.53,50.85,50.46,55.80,54.91,57.23,69.82,54.88,55.56,55.07,72.24,58.53,43.70,3.75,34.39,34.37,34.48,34.47,33.32,5.00,2.36,46.91,67.9,1,2,35.04,13.31,75.31,33.55,59.72,44.24,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,1.90,1.90,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:08:19,4,1.00,115.0,36.500,42.00,0.0586,60.02,4.69,35.24,50.65,-999.00,-999.00,0,100.37,97.49,9.57,4.05,4.70,3.06,3.39,34.27,35.50,35.97,35.30,35.54,50.85,50.45,55.70,54.41,58.43,69.73,54.85,55.86,55.41,72.16,58.84,45.45,4.68,34.44,34.40,34.51,34.48,33.35,5.65,2.75,46.86,67.9,1,2,35.06,14.74,79.29,33.62,59.72,44.24,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,2.10,2.10,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:09:11,8,0.43,114.9,0.770,0.38,0.0646,60.00,5.58,35.28,50.65,-999.00,-999.00,0,104.03,102.43,10.80,4.83,5.41,3.60,3.45,34.31,35.54,36.05,35.35,35.55,50.83,50.46,54.16,53.57,62.05,69.44,54.50,56.25,55.70,72.10,58.94,48.23,5.92,34.47,34.45,34.57,34.55,33.44,6.65,3.43,46.76,67.9,1,2,35.06,17.06,84.92,33.80,59.72,44.24,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,2.30,2.30,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:10:01,8,0.43,114.8,0.770,0.38,0.0647,60.02,5.91,35.29,50.63,-999.00,-999.00,0,105.03,103.81,11.87,5.50,5.97,4.04,3.47,34.28,35.54,36.06,35.38,35.55,50.83,50.41,53.60,53.34,62.55,69.27,54.50,56.28,55.64,72.07,58.87,49.20,6.40,34.48,34.46,34.58,34.54,33.45,7.00,3.66,46.74,67.9,1,2,34.86,10.81,62.71,33.31,59.72,44.31,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.40,0.40,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
