TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:07,2,0.60,103.5,15.50,9.65,0.00000,60.00,-1.17,36.79,88.50,-999.00,-999.00,0,-22.38,-22.14,-1.36,-0.76,-2.00,-0.57,-999.00,33.98,38.47,37.91,38.54,42.49,88.42,88.59,109.89,109.30,94.30,157.64,109.15,91.69,109.11,143.01,142.67,7.77,-0.02,35.01,41.18,40.17,41.23,39.28,-0.61,0.91,85.6,-999,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:00:52,2,0.60,103.5,16.00,9.97,0.00135,60.01,-1.24,36.78,88.49,-999.00,-999.00,0,-21.61,-21.71,-1.50,-0.90,-2.08,-0.60,-999,33.98,38.45,37.94,38.54,42.47,88.39,88.59,110.20,109.49,94.09,158.13,109.30,91.71,109.23,142.90,143.13,7.49,-0.31,35.01,41.17,40.17,41.23,39.29,-0.65,0.87,85.5,1,2,35.78,0.50,-22.18,33.55,84.92,49.44,0,80.00,80.00,2.00,121.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:01:46,2,0.60,103.5,15.80,9.96,0.00277,60.01,-1.30,36.80,88.49,-999.00,-999.00,0,-20.19,-20.60,-1.56,-1.01,-2.13,-0.60,-999,34.00,38.45,37.94,38.53,42.48,88.40,88.59,110.75,109.96,93.78,159.12,109.73,91.73,109.69,142.81,144.44,7.39,-0.25,34.86,41.18,40.16,41.22,39.27,-0.66,0.83,85.4,1,2,35.78,0.40,-21.34,32.96,84.92,49.44,0,80.00,80.00,2.00,118.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:02:32,2,0.60,103.5,16.10,10.19,0.00415,60.02,-1.34,36.82,88.49,-999.00,-999.00,0,-18.97,-16.90,-1.56,-1.06,-2.16,-0.63,-999,34.06,38.48,37.95,38.54,42.48,88.40,88.59,111.15,110.35,93.64,159.51,110.10,91.84,110.08,142.73,145.16,7.55,-0.21,34.68,41.20,40.17,41.24,39.30,-0.68,0.82,85.3,1,2,35.78,0.32,-20.29,32.20,84.92,49.46,0,80.00,80.00,2.00,118.00,36.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:03:27,2,0.60,103.5,16.00,9.97,0.00551,60.01,-1.38,36.84,88.49,-999.00,-999.00,0,-18.48,-16.08,-1.58,-1.11,-2.20,-0.65,-999,34.09,38.47,37.94,38.54,42.48,88.39,88.59,111.42,110.63,93.54,159.71,110.39,91.86,110.36,142.65,145.53,7.24,-0.49,34.59,41.20,40.17,41.24,39.29,-0.70,0.80,85.3,1,2,35.71,0.32,-18.92,31.84,84.95,49.44,0,80.00,80.00,2.00,118.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:04:14,2,0.61,103.4,19.70,12.48,0.00717,60.02,0.44,37.90,88.49,-999.00,-999.00,0,-17.52,-13.65,1.44,1.53,0.26,0.94,-999,36.49,41.00,38.97,38.54,42.53,88.38,88.59,112.40,111.32,93.28,160.71,110.92,91.95,110.89,142.69,146.34,20.47,32.00,34.68,41.34,40.34,41.73,39.94,0.21,1.37,85.2,1,2,36.37,1.71,-17.42,31.95,84.95,49.43,0,80.00,80.00,2.00,150.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,9.90,9.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:05:00,2,0.61,103.4,19.50,12.19,0.00884,60.03,1.15,38.92,88.49,-999.00,-999.00,0,-15.19,-7.65,1.73,1.75,0.51,1.17,-999,36.84,40.94,39.18,38.58,42.52,88.39,88.59,114.38,113.05,92.36,163.35,112.55,92.21,112.57,143.30,150.06,12.80,10.45,34.75,41.58,40.61,42.16,40.25,0.74,1.82,85.1,1,2,38.57,3.07,-14.24,32.00,85.06,49.46,0,85.00,80.00,2.00,150.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,10.00,10.30,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:05:57,2,0.61,103.4,19.20,12.03,0.01057,60.03,1.37,39.02,88.49,-999.00,-999.00,0,-15.15,-4.53,1.93,1.88,0.66,1.31,-999,36.99,40.95,39.31,38.61,42.55,88.39,88.58,114.78,113.70,92.46,163.74,113.32,92.22,113.32,143.84,150.67,11.58,5.99,34.82,41.74,40.79,42.27,40.42,0.95,2.04,84.9,1,2,39.43,3.51,-11.79,32.31,85.00,49.43,0,85.00,80.00,2.00,150.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,10.00,10.90,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:06:41,2,0.61,103.4,19.70,12.49,0.01232,60.00,1.53,39.27,88.48,-999.00,-999.00,0,-14.95,-3.10,2.09,1.96,0.83,1.48,-999,38.12,41.86,39.85,38.66,42.59,88.39,88.58,114.97,113.93,92.86,163.91,113.60,92.19,113.56,144.23,150.78,11.17,5.15,34.91,41.88,40.95,42.42,40.63,1.13,2.24,84.8,1,2,39.58,3.84,-9.88,32.72,84.92,49.42,0,85.00,80.00,2.00,150.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,10.00,11.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
