TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:14,2,0.60,103.6,15.90,9.92,0.00000,60.02,-0.67,36.80,89.26,-999.00,-999.00,0,-21.86,-14.73,-0.81,-0.69,-1.95,-0.71,0.80,34.58,38.34,37.47,37.87,41.77,89.10,89.41,111.29,110.67,94.91,158.33,110.58,92.40,110.49,142.78,143.72,13.50,0.47,33.89,39.13,39.61,41.26,38.72,-0.74,-999.00,84.5,1,2,34.34,0.68,-18.04,32.18,85.28,49.10,0.00,80.00,80.00,1.00,123.00,2.00,20.00,-999.00,0.00,0.00,1.00,0.00,1.00,0.00,8.20,8.10,0.10,16.00,0.00,35.42,32.00,-6.16,-12.46,33.80,32.00
0:01:02,2,0.60,103.6,15.70,9.89,0.00136,60.01,-0.69,36.82,89.26,-999.00,-999.00,0,-21.76,-14.52,-0.92,-0.70,-2.00,-0.76,0.79,34.64,38.36,37.52,37.86,41.78,89.11,89.43,111.37,110.72,94.89,158.45,110.63,92.42,110.54,142.74,143.80,14.08,0.34,33.81,39.14,39.61,41.27,38.71,-0.77,-999,84.5,1,2,34.54,0.68,-17.18,31.94,85.28,49.10,0,80.00,80.00,1.00,123.00,1.00,20.00,-999.00,0,0,1.00,0,0,0,8.20,8.10,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:01:53,2,0.60,103.6,15.50,9.67,0.00275,60.01,-0.73,36.85,89.26,-999.00,-999.00,0,-22.09,-15.17,-0.98,-0.70,-2.02,-0.77,0.77,34.69,38.37,37.53,37.86,41.79,89.11,89.43,111.21,110.61,94.95,158.19,110.57,92.43,110.46,142.71,143.65,14.23,0.16,33.81,39.15,39.61,41.31,38.72,-0.81,-999,84.6,1,2,34.90,0.58,-17.11,31.82,85.28,49.13,0,80.00,80.00,1.00,121.00,1.00,20.00,-999.00,0,0,1.00,0,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:02:41,2,0.60,103.5,15.40,9.55,0.00408,60.01,-0.77,36.88,89.26,-999.00,-999.00,0,-22.68,-16.46,-1.06,-0.73,-2.07,-0.80,0.71,34.72,38.42,37.53,37.87,41.78,89.10,89.42,110.92,110.36,94.98,157.67,110.33,92.40,110.21,142.58,143.06,14.44,0.27,33.87,39.16,39.62,41.31,38.74,-0.85,-999,84.7,1,2,35.13,0.50,-18.02,31.93,85.28,49.41,0,80.00,80.00,1.00,121.00,1.00,20.00,-999.00,0,0,1.00,0,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:03:34,2,0.60,103.6,15.20,9.47,0.00540,60.02,-0.82,36.90,89.26,-999.00,-999.00,0,-23.01,-17.35,-1.13,-0.78,-2.09,-0.85,0.70,34.77,38.45,37.55,37.87,41.80,89.09,89.41,110.65,110.09,95.12,157.32,110.05,92.37,109.93,142.47,142.51,14.02,-0.13,33.94,39.16,39.63,41.34,38.77,-0.88,-999,84.7,1,2,35.45,0.45,-19.46,32.00,85.30,49.44,0,80.00,80.00,2.00,118.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:04:21,2,0.60,103.5,15.40,9.60,0.00669,60.02,-0.86,36.93,89.24,-999.00,-999.00,0,-22.80,-19.29,-1.20,-0.89,-2.14,-0.87,0.66,34.82,38.47,37.55,37.86,41.80,89.07,89.39,110.64,110.03,95.01,157.43,109.97,92.34,109.86,142.29,142.53,10.17,-1.41,33.97,39.16,39.63,41.34,38.77,-0.92,-999,84.9,1,2,35.76,0.32,-20.02,32.07,85.30,49.39,0,80.00,80.00,2.00,118.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:05:14,2,0.60,103.6,15.40,9.59,0.00807,60.01,-0.91,36.95,89.24,-999.00,-999.00,0,-22.28,-17.43,-1.26,-0.93,-2.20,-0.87,0.64,34.85,38.46,37.55,37.86,41.80,89.07,89.40,110.81,110.17,94.79,157.61,110.09,92.35,109.98,142.20,142.75,9.69,-1.73,34.02,39.17,39.63,41.34,38.78,-0.93,-999,85.0,1,2,35.78,0.30,-20.02,32.36,85.34,49.40,0,80.00,80.00,2.00,118.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.90,7.80,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:06:00,2,0.60,103.6,15.50,9.65,0.00938,60.03,-0.95,36.96,89.23,-999.00,-999.00,0,-21.78,-15.47,-1.33,-1.06,-2.26,-0.93,0.58,34.85,38.45,37.58,37.85,41.80,89.08,89.39,110.98,110.33,94.65,157.80,110.23,92.34,110.13,142.10,143.04,9.30,-1.86,34.09,39.20,39.65,41.36,38.79,-0.96,-999,85.1,1,2,35.78,0.20,-19.28,32.66,85.38,49.44,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:06:49,2,0.60,103.6,15.60,9.62,0.01076,60.01,-0.99,36.98,89.23,-999.00,-999.00,0,-21.52,-15.23,-1.32,-1.09,-2.25,-0.90,0.60,34.87,38.48,37.61,37.85,41.80,89.08,89.39,111.04,110.41,94.64,157.80,110.31,92.32,110.23,142.02,143.29,9.27,-2.08,34.12,39.20,39.66,41.36,38.78,-0.98,-999,85.2,1,2,35.75,0.14,-17.78,32.83,85.33,49.43,0,80.00,80.00,2.00,117.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,7.80,7.70,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
