TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,WTRVESSEL,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Water Vessel,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:00,1,0.32,115.0,0.500,0.18,0.0000,60.02,-2.34,34.58,50.21,-999.00,-999.00,0,-5.87,-5.35,-0.30,-4.12,-3.80,-3.46,-0.03,32.96,34.61,36.18,37.44,36.67,50.20,50.21,52.52,53.81,62.33,65.23,53.82,51.71,55.38,70.92,57.86,-7.82,-7.31,35.14,35.38,35.62,35.81,33.58,-3.61,-3.20,39.45,68.2,-999,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:00:50,1,0.31,115.0,0.500,0.18,0.0000,60.02,-2.31,34.60,50.20,-999.00,-999.00,0,-5.82,-5.24,-0.15,-4.05,-3.76,-3.42,-0.03,32.97,34.61,36.24,37.44,36.67,50.20,50.20,52.37,53.65,62.29,65.00,53.76,51.83,55.23,70.73,57.40,-7.59,-7.26,35.14,35.39,35.62,35.82,33.64,-3.59,-3.20,39.44,68.4,1,2,32.00,-3.64,-5.72,32.90,58.82,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.90,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:01:40,1,0.31,115.0,0.500,0.18,0.0001,60.00,-2.26,34.60,50.19,-999.00,-999.00,0,-5.73,-5.06,-0.01,-4.00,-3.72,-3.42,-0.03,32.96,34.61,36.24,37.43,36.66,50.18,50.20,52.12,53.40,62.18,64.63,53.62,52.01,54.97,70.46,56.75,-7.23,-7.20,35.15,35.41,35.63,35.83,33.70,-3.58,-3.20,39.40,68.4,1,2,32.00,-3.48,-5.42,32.92,58.82,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.90,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:02:30,1,0.31,114.9,0.500,0.18,0.0001,60.00,-2.20,34.61,50.18,-999.00,-999.00,0,-5.63,-4.83,0.14,-3.94,-3.63,-3.42,-0.03,32.97,34.61,36.24,37.42,36.66,50.15,50.19,51.86,53.14,62.10,64.33,53.49,52.17,54.73,70.19,56.17,-6.90,-7.15,35.15,35.42,35.64,35.84,33.73,-3.57,-3.20,39.38,68.4,1,2,32.10,-3.40,-5.06,33.08,58.74,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,25.00,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:03:20,1,0.31,114.9,0.500,0.18,0.0001,59.98,-2.13,34.61,50.17,-999.00,-999.00,0,-5.56,-4.58,0.34,-3.87,-3.56,-3.34,-0.02,32.99,34.62,36.28,37.42,36.65,50.16,50.17,51.65,52.91,61.99,64.07,53.43,52.32,54.54,69.92,55.68,-6.56,-7.04,35.18,35.44,35.69,35.86,33.80,-3.52,-3.18,39.38,68.4,1,2,32.31,-3.28,-4.79,33.12,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,25.00,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:04:10,1,0.31,114.9,0.500,0.18,0.0001,59.98,-2.07,34.62,50.15,-999.00,-999.00,0,-5.47,-4.32,0.56,-3.81,-3.50,-3.33,-0.01,33.00,34.63,36.30,37.41,36.65,50.17,50.18,51.44,52.66,61.87,63.79,53.35,52.47,54.34,69.65,55.25,-6.24,-6.96,35.21,35.47,35.70,35.87,33.84,-3.48,-3.16,39.37,68.5,1,2,32.52,-3.28,-4.65,33.26,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.10,25.10,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:05:00,1,0.31,114.9,0.500,0.18,0.0001,59.99,-2.01,34.62,50.15,-999.00,-999.00,0,-5.40,-4.00,0.71,-3.75,-3.47,-3.31,-0.03,32.97,34.61,36.29,37.38,36.65,50.15,50.15,51.22,52.38,61.76,63.58,53.26,52.58,54.16,69.39,54.87,-5.94,-6.87,35.21,35.49,35.70,35.87,33.89,-3.46,-3.15,39.35,68.5,1,2,32.70,-3.23,-4.43,33.26,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.10,25.10,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:05:50,1,0.31,114.9,0.500,0.18,0.0002,60.00,-1.93,34.63,50.15,-999.00,-999.00,0,-5.30,-3.74,0.89,-3.64,-3.42,-3.31,-0.03,32.98,34.61,36.29,37.36,36.65,50.15,50.16,51.00,52.12,61.64,63.36,53.22,52.68,54.00,69.14,54.56,-5.64,-6.77,35.22,35.50,35.72,35.89,33.95,-3.43,-3.15,39.34,68.5,1,2,32.72,-3.10,-4.13,33.26,58.66,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.30,25.20,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:06:40,1,0.31,114.9,0.500,0.18,0.0002,60.01,-1.87,34.63,50.15,-999.00,-999.00,0,-5.20,-3.52,1.12,-3.60,-3.38,-3.27,-0.03,32.98,34.62,36.31,37.36,36.64,50.15,50.16,50.77,51.88,61.52,63.17,53.16,52.75,53.85,68.92,54.27,-5.37,-6.69,35.25,35.50,35.73,35.91,33.98,-3.41,-3.11,39.33,68.5,1,2,32.85,-2.94,-3.86,33.26,58.66,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.30,25.30,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:07:30,1,0.31,114.9,0.500,0.18,0.0002,60.00,-1.80,34.64,50.14,-999.00,-999.00,0,-5.13,-3.33,1.29,-3.50,-3.33,-3.28,-0.03,32.97,34.61,36.31,37.35,36.63,50.12,50.13,50.57,51.62,61.40,62.98,53.12,52.82,53.74,68.68,54.04,-5.10,-6.58,35.27,35.53,35.75,35.94,34.05,-3.37,-3.09,39.34,68.6,1,2,33.05,-2.77,-3.67,33.39,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.30,25.30,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:08:20,1,0.31,114.8,0.500,0.18,0.0003,60.01,-1.73,34.64,50.13,-999.00,-999.00,0,-5.07,-3.17,1.50,-3.43,-3.24,-3.23,-0.03,33.01,34.61,36.32,37.31,36.60,50.14,50.14,50.34,51.32,61.26,62.82,53.09,52.86,53.60,68.47,53.82,-4.84,-6.49,35.27,35.53,35.75,35.94,34.10,-3.32,-3.07,39.30,68.6,1,2,32.85,-2.92,-4.56,33.31,58.69,44.58,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.40,25.30,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:09:10,1,0.31,114.9,0.500,0.18,0.0003,60.01,-1.65,34.65,50.13,-999.00,-999.00,0,-5.03,-3.01,1.71,-3.34,-3.17,-3.23,-0.03,32.98,34.62,36.32,37.31,36.59,50.12,50.12,50.14,51.07,61.17,62.64,53.07,52.90,53.49,68.26,53.63,-4.59,-6.38,35.28,35.54,35.76,35.94,34.12,-3.30,-3.05,39.29,68.7,1,2,33.01,-2.74,-4.05,33.37,58.68,44.58,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.40,25.30,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:10:00,1,0.31,114.9,0.500,0.18,0.0003,60.03,-1.57,34.66,50.13,-999.00,-999.00,0,-4.98,-2.87,1.92,-3.24,-3.14,-3.17,-0.03,33.02,34.61,36.36,37.31,36.59,50.12,50.13,49.97,50.84,61.04,62.50,53.04,52.94,53.38,68.06,53.45,-4.35,-6.29,35.28,35.54,35.78,35.95,34.17,-3.26,-3.03,39.28,68.6,1,2,33.00,-2.64,-3.92,33.50,58.68,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.60,0.60,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
