TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:07,2,0.60,103.4,16.00,9.99,0.00000,60.01,-0.66,37.08,89.23,-999.00,-999.00,0,-19.31,-11.69,-1.23,-0.89,-1.98,-0.44,1.26,34.77,38.61,37.86,38.46,42.49,89.09,89.37,111.50,110.67,94.41,159.62,110.56,92.32,110.49,143.35,145.07,10.46,-1.72,34.59,39.43,39.88,41.70,39.27,-0.58,-999.00,84.7,-999,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:00:53,2,0.60,103.4,16.30,10.13,0.00137,60.03,-0.66,37.09,89.23,-999.00,-999.00,0,-19.21,-10.66,-1.17,-0.90,-2.00,-0.44,1.24,34.77,38.63,37.88,38.44,42.46,89.08,89.39,111.57,110.71,94.36,159.61,110.61,92.29,110.50,143.31,145.03,10.49,-1.72,34.62,39.44,39.89,41.71,39.25,-0.58,-999,84.7,1,2,35.65,0.50,-15.34,32.69,85.28,49.10,0,80.00,80.00,2.00,121.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:01:46,2,0.60,103.4,16.30,10.13,0.00281,60.02,-0.66,37.09,89.22,-999.00,-999.00,0,-18.80,-9.67,-1.14,-0.91,-2.00,-0.46,1.23,34.77,38.63,37.88,38.42,42.46,89.09,89.37,111.73,110.85,94.25,159.86,110.73,92.32,110.64,143.27,145.39,10.40,-1.62,34.68,39.44,39.90,41.70,39.26,-0.58,-999,84.7,1,2,35.50,0.50,-14.62,32.85,85.30,49.13,0,80.00,80.00,2.00,121.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:02:32,2,0.60,103.3,16.40,10.07,0.00420,60.02,-0.65,37.10,89.21,-999.00,-999.00,0,-18.54,-9.27,-1.12,-0.89,-2.00,-0.44,1.23,34.81,38.62,37.88,38.43,42.46,89.06,89.35,111.77,110.90,94.26,159.92,110.76,92.32,110.69,143.22,145.52,10.37,-1.56,34.72,39.44,39.90,41.68,39.25,-0.58,-999,84.6,1,2,35.28,0.50,-13.85,33.21,85.28,49.17,0,80.00,80.00,2.00,121.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:03:27,2,0.60,103.3,16.40,10.18,0.00558,60.01,-0.64,37.11,89.23,-999.00,-999.00,0,-18.44,-9.01,-1.06,-0.89,-2.00,-0.44,1.23,34.83,38.64,37.88,38.42,42.45,89.07,89.35,111.84,110.96,94.21,159.93,110.83,92.31,110.74,143.16,145.63,10.11,-1.49,34.77,39.44,39.90,41.68,39.25,-0.58,-999,84.7,1,2,35.06,0.50,-13.44,33.38,85.28,49.26,0,80.00,80.00,2.00,121.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:04:16,2,0.60,103.3,16.50,10.27,0.00703,60.02,-0.63,37.11,89.24,-999.00,-999.00,0,-18.35,-8.66,-0.99,-0.89,-2.00,-0.46,1.23,34.82,38.62,37.88,38.42,42.46,89.10,89.39,111.93,111.03,94.18,159.94,110.92,92.31,110.82,143.14,145.67,10.25,-1.34,34.81,39.46,39.91,41.67,39.24,-0.58,-999,84.7,1,2,34.98,0.50,-13.18,33.60,85.28,49.28,0,80.00,80.00,2.00,121.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:05:05,2,0.60,103.4,16.90,10.44,0.00844,60.01,-0.61,37.11,89.24,-999.00,-999.00,0,-17.54,-7.29,-0.92,-0.87,-2.00,-0.43,1.24,34.83,38.62,37.88,38.43,42.47,89.11,89.39,112.21,111.28,94.13,160.34,111.12,92.29,111.03,143.15,146.11,10.42,-1.06,34.69,39.44,39.91,41.67,39.24,-0.56,-999,84.6,1,2,34.70,0.50,-12.60,33.10,85.28,49.28,0,80.00,80.00,2.00,121.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:05:53,2,0.60,103.4,16.80,10.43,0.00993,60.03,-0.57,37.11,89.24,-999.00,-999.00,0,-16.84,-6.28,-0.82,-0.84,-1.95,-0.41,1.26,34.83,38.61,37.88,38.44,42.48,89.08,89.37,112.62,111.67,93.99,160.88,111.50,92.26,111.44,143.19,146.88,10.50,-0.86,34.52,39.46,39.91,41.67,39.25,-0.53,-999,84.6,1,2,34.52,0.50,-11.82,32.36,85.30,49.26,0,80.00,80.00,2.00,121.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
0:06:45,2,0.60,103.4,16.60,10.33,0.01135,60.02,-0.53,37.11,89.23,-999.00,-999.00,0,-16.60,-5.60,-0.73,-0.78,-1.94,-0.41,1.29,34.83,38.61,37.88,38.42,42.47,89.09,89.36,112.70,111.78,93.88,160.83,111.65,92.25,111.55,143.18,146.95,10.55,-0.77,34.39,39.45,39.91,41.67,39.23,-0.52,-999,84.6,1,2,34.38,0.50,-11.06,31.88,85.28,49.10,0,80.00,80.00,2.00,121.00,1.00,20.00,-999.00,0,0,1.00,1.00,0,0,8.10,8.00,0.10,16.00,0,35.42,32.00,-6.16,-12.46,33.80,32.00
