TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:14,2,0.61,103.5,18.60,11.64,0.00000,59.96,11.42,36.79,89.17,-999.00,-999.00,0,-18.20,-4.40,15.45,3.67,15.84,15.24,6.91,34.69,38.34,37.33,37.60,41.89,89.08,89.25,114.02,113.06,94.90,165.54,112.94,92.54,112.83,148.29,151.22,26.85,43.87,33.99,39.01,39.48,41.20,38.42,20.42,11.85,84.5,-999,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:01:04,2,0.61,103.5,18.50,11.61,0.00159,59.99,11.35,36.78,89.18,-999.00,-999.00,0,-18.22,-5.11,15.59,3.75,15.23,14.95,6.96,34.68,38.34,37.33,37.63,41.91,89.09,89.24,113.99,113.03,94.92,165.55,112.93,92.59,112.84,148.33,151.13,26.71,43.17,34.02,39.01,39.49,41.20,38.41,20.09,11.80,84.6,-999,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:01:54,2,0.61,103.6,18.50,11.58,0.00325,60.02,11.21,36.78,89.19,-999.00,-999.00,0,-17.91,-6.23,15.70,3.78,14.61,14.65,6.97,34.68,38.34,37.31,37.65,41.93,89.14,89.27,113.95,112.99,94.97,165.46,112.87,92.57,112.80,148.35,151.02,26.59,41.96,34.09,39.01,39.50,41.20,38.43,19.58,11.69,84.7,1,2,33.62,7.70,-8.99,33.65,85.61,48.92,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,15.90,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:02:44,2,0.61,103.6,18.60,11.65,0.00485,60.01,11.10,36.79,89.19,-999.00,-999.00,0,-18.20,-5.92,15.81,3.89,14.08,14.41,7.06,34.71,38.35,37.35,37.65,41.93,89.11,89.26,113.93,112.93,94.99,165.54,112.82,92.55,112.75,148.37,151.03,26.46,40.84,34.09,39.01,39.51,41.21,38.44,19.04,11.56,84.7,1,2,33.66,7.68,-9.60,33.60,85.64,48.92,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,15.80,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:03:34,2,0.61,103.6,18.60,11.69,0.00652,60.01,10.96,36.79,89.19,-999.00,-999.00,0,-18.28,-4.94,15.94,3.91,13.53,14.13,7.09,34.71,38.35,37.36,37.66,41.93,89.14,89.25,114.00,112.96,94.95,165.73,112.83,92.53,112.78,148.39,151.23,26.41,40.23,34.01,39.02,39.50,41.20,38.44,18.49,11.41,84.9,1,2,33.78,7.52,-8.32,33.30,85.64,48.92,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,15.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:04:20,2,0.61,103.5,18.70,11.74,0.00810,60.01,10.85,36.81,89.19,-999.00,-999.00,0,-18.25,-5.13,16.06,3.97,13.07,13.83,7.10,34.74,38.36,37.39,37.66,41.94,89.10,89.27,114.00,112.98,94.91,165.73,112.85,92.54,112.81,148.44,151.39,26.39,39.43,33.94,39.01,39.50,41.20,38.44,17.96,11.26,85.0,1,2,33.80,7.36,-8.29,33.03,85.53,48.92,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,15.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:05:14,2,0.61,103.6,18.40,11.55,0.00976,60.02,10.73,36.82,89.18,-999.00,-999.00,0,-18.69,-4.84,16.16,4.00,12.53,13.49,7.16,34.77,38.37,37.39,37.67,41.93,89.09,89.26,113.95,112.96,94.93,165.65,112.86,92.52,112.81,148.45,151.28,26.32,38.77,33.85,39.02,39.50,41.21,38.44,17.43,11.09,85.0,1,2,33.91,7.16,-7.67,32.70,85.48,48.92,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,15.60,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:06:02,2,0.61,103.6,18.60,11.65,0.01136,60.03,10.61,36.84,89.18,-999.00,-999.00,0,-18.18,-6.18,16.26,4.05,12.08,13.15,7.16,34.77,38.36,37.39,37.67,41.93,89.10,89.27,113.94,112.93,94.93,165.64,112.80,92.51,112.75,148.47,151.14,26.26,37.79,33.77,39.03,39.52,41.22,38.45,16.90,10.92,85.1,1,2,34.02,7.16,-8.52,32.45,85.46,49.10,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,15.40,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:06:53,2,0.61,103.6,18.40,11.63,0.01303,60.03,10.48,36.85,89.21,-999.00,-999.00,0,-18.31,-5.89,16.36,4.11,11.62,12.84,7.21,34.78,38.39,37.39,37.70,41.92,89.13,89.30,113.99,113.00,94.89,165.72,112.88,92.51,112.81,148.52,151.23,26.30,37.15,33.70,39.07,39.55,41.26,38.47,16.41,10.77,85.2,1,2,34.16,7.16,-9.44,32.07,85.48,49.10,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,15.40,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
