TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Evaporator Inlet,Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Crisper 1,Crisper 2,Ambient Left Mid,Ambient Right Mid,Drain Pan In,Drain Pan out,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Fill Tube,IM Mold,Pantry 1 CTR,Pantry 2 RT Rear,Pantry 3 FT Right,Pantry 4 FT Left,Pantry 5 Rear CTR,FC Basket 1,FC Basket 2,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT
0:00:06,2,0.62,115.0,17.40,12.51,0.00000,60.00,6.75,42.86,90.08,-999.00,-999.00,0,-15.86,-4.83,11.11,6.14,4.00,2.42,10.09,39.85,45.41,43.33,42.69,43.64,89.88,90.29,117.85,116.84,96.65,172.76,116.64,94.27,116.65,153.73,158.45,29.72,20.87,35.01,43.97,44.53,47.85,43.64,3.87,5.23,71.3,1,2,35.24,3.02,-7.78,32.00,86.36,45.86,0.00,85.00,80.00,2.00,150.00,1.00,60.00,-999.00,0.00,0.00,1.00,1.00,0.00,0.00,10.00,11.80,0.10,16.00,0.00,35.42,32.00,-7.96,-14.26,33.80,32.00
0:00:55,2,0.62,115.0,17.50,12.58,0.00170,60.00,6.72,42.83,90.08,-999.00,-999.00,0,-16.11,-5.07,11.09,6.08,3.97,2.35,10.08,39.81,45.38,43.27,42.66,43.64,89.87,90.29,117.75,116.70,96.69,172.51,116.52,94.32,116.54,153.75,158.29,29.71,20.87,35.03,43.98,44.53,47.86,43.59,3.87,5.22,71.3,1,2,35.08,3.00,-8.10,32.08,86.38,45.86,0,85.00,80.00,2.00,150.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,10.00,11.80,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:01:42,2,0.62,115.0,17.60,12.66,0.00339,59.99,6.72,42.83,90.07,-999.00,-999.00,0,-16.30,-5.24,11.08,6.11,3.96,2.39,10.10,39.85,45.37,43.31,42.63,43.64,89.84,90.30,117.62,116.60,96.74,172.33,116.43,94.33,116.45,153.71,158.08,29.71,20.86,35.08,43.98,44.53,47.83,43.59,3.85,5.21,71.3,1,2,35.10,3.00,-8.14,32.28,86.36,45.86,0,85.00,80.00,2.00,150.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,10.00,11.80,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:02:35,2,0.62,115.1,17.40,12.48,0.00518,59.99,6.71,42.81,90.06,-999.00,-999.00,0,-16.45,-5.46,11.08,6.08,3.95,2.34,10.07,39.79,45.37,43.26,42.62,43.63,89.84,90.28,117.59,116.56,96.76,172.30,116.38,94.31,116.39,153.68,157.93,29.73,20.86,35.14,43.97,44.52,47.84,43.59,3.85,5.20,71.2,1,2,35.06,2.89,-8.45,32.69,86.51,45.86,0,85.00,80.00,2.00,150.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,10.00,11.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:03:19,2,0.62,115.0,17.50,12.39,0.00686,59.99,6.69,42.78,90.06,-999.00,-999.00,0,-16.59,-5.54,11.08,6.08,3.91,2.34,10.04,39.77,45.31,43.22,42.59,43.60,89.82,90.27,117.50,116.48,96.79,172.09,116.30,94.29,116.32,153.66,157.74,29.70,20.86,35.19,43.97,44.53,47.82,43.58,3.82,5.19,71.1,1,2,35.06,2.84,-8.65,32.85,86.54,45.86,0,85.00,80.00,2.00,150.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,10.00,11.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:04:12,2,0.62,115.0,17.30,12.38,0.00864,60.00,6.67,42.76,90.07,-999.00,-999.00,0,-16.57,-5.58,11.08,6.03,3.90,2.29,10.04,39.74,45.28,43.20,42.58,43.61,89.87,90.30,117.45,116.43,96.74,172.09,116.24,94.27,116.26,153.63,157.76,29.69,20.84,35.23,43.93,44.48,47.81,43.57,3.81,5.16,71.1,1,2,35.06,2.86,-8.68,33.20,86.54,45.86,0,85.00,80.00,2.00,150.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,10.00,11.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:05:00,2,0.62,115.0,17.20,12.49,0.01034,60.01,6.65,42.73,90.08,-999.00,-999.00,0,-16.60,-5.70,11.05,5.99,3.86,2.27,9.99,39.71,45.26,43.19,42.56,43.62,89.87,90.30,117.42,116.39,96.76,172.11,116.20,94.30,116.23,153.64,157.70,29.67,20.82,35.28,43.92,44.48,47.78,43.55,3.79,5.14,71.0,1,2,35.06,2.84,-8.72,33.36,86.56,45.86,0,85.00,80.00,2.00,150.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,10.00,11.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:05:52,2,0.63,115.1,17.50,12.47,0.01214,60.00,6.62,42.72,90.08,-999.00,-999.00,0,-16.44,-5.77,11.03,5.97,3.86,2.26,9.97,39.68,45.24,43.19,42.55,43.59,89.83,90.28,117.57,116.48,96.68,172.27,116.27,94.32,116.30,153.63,157.93,29.65,20.81,35.30,43.91,44.47,47.78,43.55,3.79,5.11,70.9,1,2,35.10,2.89,-8.79,33.55,86.52,45.86,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,11.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
0:06:45,2,0.63,115.0,17.70,12.73,0.01387,60.00,6.60,42.69,90.07,-999.00,-999.00,0,-15.82,-5.08,10.97,5.95,3.82,2.22,9.94,39.66,45.23,43.16,42.51,43.59,89.85,90.30,117.88,116.74,96.53,172.70,116.48,94.38,116.50,153.66,158.47,29.66,20.82,35.20,43.89,44.45,47.75,43.52,3.77,5.11,70.9,1,2,35.06,2.84,-8.56,33.08,86.54,45.86,0,85.00,80.00,2.00,150.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,10.00,11.70,0.10,16.00,0,35.42,32.00,-7.96,-14.26,33.80,32.00
